Recency,Frequency,MonetaryValue,Cluster,Segment
302,2,365.85,3,At Risk/Lost
10,1,127.86,0,Potential Loyalists
16,3,585.79,0,Potential Loyalists
48,3,488.2,0,Potential Loyalists
238,2,312.23,3,At Risk/Lost
0,11,4481.18,2,Champions
12,8,4705.8,0,Potential Loyalists
237,1,168.4,3,At Risk/Lost
22,8,1785.47,0,Potential Loyalists
72,4,446.18,0,Potential Loyalists
16,3,423.89,0,Potential Loyalists
40,8,1342.68,0,Potential Loyalists
39,4,646.92,0,Potential Loyalists
218,2,495.77,3,At Risk/Lost
198,3,400.1,3,At Risk/Lost
70,2,203.2,0,Potential Loyalists
23,20,4100.92,2,Champions
10,1,404.66,0,Potential Loyalists
23,16,3151.17,2,Champions
64,1,65.4,0,Potential Loyalists
3,1,199.29,0,Potential Loyalists
18,2,336.4,0,Potential Loyalists
14,1,261.11,0,Potential Loyalists
7,6,1499.46,0,Potential Loyalists
19,2,784.11,0,Potential Loyalists
77,2,191.08,0,Potential Loyalists
0,33,25099.48,2,Champions
163,1,101.76,3,At Risk/Lost
306,2,457.91,3,At Risk/Lost
218,1,48.35,3,At Risk/Lost
38,7,4405.2,0,Potential Loyalists
21,2,696.41,0,Potential Loyalists
114,3,653.38,0,Potential Loyalists
125,5,2129.96,0,Potential Loyalists
4,13,2633.85,0,Potential Loyalists
35,1,281.62,0,Potential Loyalists
3,12,9925.86,2,Champions
0,3,1031.41,0,Potential Loyalists
332,3,2200.42,3,At Risk/Lost
162,1,32.65,3,At Risk/Lost
184,2,771.85,3,At Risk/Lost
15,5,1214.72,0,Potential Loyalists
11,3,778.94,0,Potential Loyalists
2,7,1258.06,0,Potential Loyalists
184,1,28.0,3,At Risk/Lost
79,1,507.84,0,Potential Loyalists
29,7,6893.42,2,Champions
41,2,463.46,0,Potential Loyalists
10,12,4226.57,2,Champions
49,3,598.83,0,Potential Loyalists
15,6,1923.21,0,Potential Loyalists
45,2,698.41,0,Potential Loyalists
18,2,759.17,0,Potential Loyalists
7,6,5037.26,0,Potential Loyalists
71,1,100.8,0,Potential Loyalists
0,28,15854.29,2,Champions
127,3,524.9200000000001,0,Potential Loyalists
32,2,265.76,0,Potential Loyalists
312,1,403.3,3,At Risk/Lost
17,2,365.76,0,Potential Loyalists
87,1,303.16,0,Potential Loyalists
1,7,2373.82,0,Potential Loyalists
1,2,216.3,0,Potential Loyalists
253,1,388.4500000000001,3,At Risk/Lost
156,3,84.42,3,At Risk/Lost
36,6,2248.56,0,Potential Loyalists
151,2,2328.62,0,Potential Loyalists
176,2,120.9,3,At Risk/Lost
39,2,541.53,0,Potential Loyalists
1,7,2520.86,0,Potential Loyalists
7,32,24629.24,2,Champions
0,7,1721.4,0,Potential Loyalists
17,2,486.72,0,Potential Loyalists
191,4,517.53,3,At Risk/Lost
203,1,131.7,3,At Risk/Lost
364,1,249.86,3,At Risk/Lost
126,4,1320.1,0,Potential Loyalists
14,1,316.5,0,Potential Loyalists
42,2,657.3,0,Potential Loyalists
93,6,622.4300000000001,0,Potential Loyalists
22,3,757.46,0,Potential Loyalists
59,2,675.69,0,Potential Loyalists
15,5,1896.41,0,Potential Loyalists
157,1,248.2,3,At Risk/Lost
9,2,763.28,0,Potential Loyalists
9,2,137.0,0,Potential Loyalists
15,5,1870.97,0,Potential Loyalists
44,5,1125.07,0,Potential Loyalists
190,3,710.29,3,At Risk/Lost
78,1,194.37,0,Potential Loyalists
77,1,511.82,0,Potential Loyalists
3,4,1255.59,0,Potential Loyalists
64,3,414.04,0,Potential Loyalists
260,1,396.87,3,At Risk/Lost
58,2,376.64,0,Potential Loyalists
0,7,2092.32,0,Potential Loyalists
0,10,3253.59,0,Potential Loyalists
247,1,374.57,3,At Risk/Lost
7,2,497.56,0,Potential Loyalists
358,1,271.05,3,At Risk/Lost
75,1,272.22,0,Potential Loyalists
289,1,622.88,3,At Risk/Lost
16,3,1138.0,0,Potential Loyalists
220,2,288.6,3,At Risk/Lost
8,4,689.1,0,Potential Loyalists
2,2,558.96,0,Potential Loyalists
205,9,2997.03,0,Potential Loyalists
161,2,1145.84,3,At Risk/Lost
75,1,302.2,0,Potential Loyalists
261,2,605.58,3,At Risk/Lost
280,1,387.31,3,At Risk/Lost
57,8,6115.14,0,Potential Loyalists
24,1,308.48,0,Potential Loyalists
2,30,71615.64,1,Champions
28,9,2073.9500000000003,0,Potential Loyalists
71,1,513.2,0,Potential Loyalists
127,1,208.65,3,At Risk/Lost
30,4,639.02,0,Potential Loyalists
14,5,768.08,0,Potential Loyalists
308,1,153.94,3,At Risk/Lost
16,6,1844.02,0,Potential Loyalists
53,1,546.81,0,Potential Loyalists
29,3,723.2099999999999,0,Potential Loyalists
1,5,1070.71,0,Potential Loyalists
10,2,314.28000000000003,0,Potential Loyalists
360,1,145.0,3,At Risk/Lost
359,1,422.7000000000001,3,At Risk/Lost
4,4,1195.9,0,Potential Loyalists
53,4,939.37,0,Potential Loyalists
0,8,3628.5,0,Potential Loyalists
0,10,2385.0,0,Potential Loyalists
189,1,296.7,3,At Risk/Lost
53,1,223.36,0,Potential Loyalists
279,1,164.4,3,At Risk/Lost
176,1,76.5,3,At Risk/Lost
29,2,897.62,0,Potential Loyalists
25,1,98.42,0,Potential Loyalists
24,2,578.9,0,Potential Loyalists
269,1,170.75,3,At Risk/Lost
42,3,645.96,0,Potential Loyalists
233,1,103.3,3,At Risk/Lost
23,2,148.86,0,Potential Loyalists
196,3,267.16,3,At Risk/Lost
358,1,306.84,3,At Risk/Lost
59,4,930.41,0,Potential Loyalists
129,1,237.6,3,At Risk/Lost
0,5,1753.45,0,Potential Loyalists
19,2,483.26,0,Potential Loyalists
205,1,157.9,3,At Risk/Lost
13,3,541.46,0,Potential Loyalists
94,5,854.95,0,Potential Loyalists
18,1,167.62,0,Potential Loyalists
13,7,1122.38,0,Potential Loyalists
23,3,454.01,0,Potential Loyalists
7,2,901.21,0,Potential Loyalists
6,8,4099.48,0,Potential Loyalists
331,1,344.14,3,At Risk/Lost
49,4,1498.51,0,Potential Loyalists
70,4,226.75000000000003,0,Potential Loyalists
28,3,380.6,0,Potential Loyalists
242,1,185.65,3,At Risk/Lost
7,19,3622.68,2,Champions
217,1,143.45999999999998,3,At Risk/Lost
4,3,448.9,0,Potential Loyalists
252,3,215.72,3,At Risk/Lost
0,25,11045.04,2,Champions
235,1,175.27,3,At Risk/Lost
6,2,1242.3,0,Potential Loyalists
108,4,1133.07,0,Potential Loyalists
99,3,1146.96,0,Potential Loyalists
59,4,2404.17,0,Potential Loyalists
1,3,1479.22,0,Potential Loyalists
72,7,2225.9700000000003,0,Potential Loyalists
3,5,3927.34,0,Potential Loyalists
84,2,993.18,0,Potential Loyalists
11,2,388.79,0,Potential Loyalists
22,7,2462.44,0,Potential Loyalists
213,1,1983.89,3,At Risk/Lost
17,1,161.67000000000002,0,Potential Loyalists
238,1,116.01,3,At Risk/Lost
1,6,4850.97,0,Potential Loyalists
77,1,394.72,0,Potential Loyalists
216,2,309.36,3,At Risk/Lost
32,2,193.42,0,Potential Loyalists
40,5,1112.22,0,Potential Loyalists
6,15,3984.22,2,Champions
52,6,2048.45,0,Potential Loyalists
22,14,4559.150000000001,2,Champions
56,1,390.07,0,Potential Loyalists
129,3,329.6,0,Potential Loyalists
173,2,244.8,3,At Risk/Lost
5,3,971.58,0,Potential Loyalists
311,1,218.52,3,At Risk/Lost
59,1,81.44,0,Potential Loyalists
20,3,1379.9,0,Potential Loyalists
32,1,527.0500000000001,0,Potential Loyalists
14,2,843.48,0,Potential Loyalists
17,4,2047.0,0,Potential Loyalists
80,1,75.75,0,Potential Loyalists
5,8,1814.12,0,Potential Loyalists
169,2,503.6,3,At Risk/Lost
1,3,528.33,0,Potential Loyalists
30,4,1324.84,0,Potential Loyalists
35,9,2361.9700000000003,0,Potential Loyalists
18,1,285.56,0,Potential Loyalists
30,2,547.0600000000001,0,Potential Loyalists
275,1,108.5,3,At Risk/Lost
86,1,621.66,0,Potential Loyalists
119,2,712.29,0,Potential Loyalists
372,1,101.55,3,At Risk/Lost
0,11,2895.64,0,Potential Loyalists
218,3,1008.39,3,At Risk/Lost
64,1,133.06,0,Potential Loyalists
60,4,1797.5,0,Potential Loyalists
137,1,868.49,3,At Risk/Lost
20,1,166.08,0,Potential Loyalists
11,10,3945.0,0,Potential Loyalists
24,12,4867.72,2,Champions
36,4,751.32,0,Potential Loyalists
276,1,117.55,3,At Risk/Lost
10,7,2638.94,0,Potential Loyalists
72,5,1674.69,0,Potential Loyalists
25,2,548.62,0,Potential Loyalists
16,12,2999.46,0,Potential Loyalists
140,1,196.0,3,At Risk/Lost
25,7,1802.91,0,Potential Loyalists
18,2,604.64,0,Potential Loyalists
3,2,728.16,0,Potential Loyalists
65,5,2055.51,0,Potential Loyalists
0,2,347.75,0,Potential Loyalists
42,7,3406.7200000000003,0,Potential Loyalists
227,1,205.7,3,At Risk/Lost
15,4,1340.71,0,Potential Loyalists
49,2,2926.17,0,Potential Loyalists
1,6,1614.72,0,Potential Loyalists
73,2,398.4,0,Potential Loyalists
0,31,20374.28,2,Champions
3,6,1387.68,0,Potential Loyalists
1,30,16312.83,2,Champions
263,1,298.11,3,At Risk/Lost
52,2,1941.71,0,Potential Loyalists
23,1,184.4,0,Potential Loyalists
9,6,2474.33,0,Potential Loyalists
43,1,239.41,0,Potential Loyalists
16,7,2843.53,0,Potential Loyalists
6,7,5739.46,0,Potential Loyalists
29,15,4757.95,2,Champions
357,2,290.40000000000003,3,At Risk/Lost
126,4,740.9399999999999,0,Potential Loyalists
136,1,200.47,3,At Risk/Lost
141,1,283.12,3,At Risk/Lost
131,2,765.34,3,At Risk/Lost
37,8,2285.71,0,Potential Loyalists
235,1,338.95,3,At Risk/Lost
260,1,154.95,3,At Risk/Lost
16,4,2534.64,0,Potential Loyalists
252,1,417.95,3,At Risk/Lost
29,4,1824.37,0,Potential Loyalists
34,3,798.74,0,Potential Loyalists
168,2,885.19,3,At Risk/Lost
2,9,1823.52,0,Potential Loyalists
3,17,10504.49,2,Champions
184,2,152.4,3,At Risk/Lost
187,2,267.08,3,At Risk/Lost
169,1,137.45,3,At Risk/Lost
10,2,385.1,0,Potential Loyalists
44,1,522.91,0,Potential Loyalists
320,1,153.0,3,At Risk/Lost
22,11,5655.99,2,Champions
231,1,139.35,3,At Risk/Lost
37,15,5396.04,2,Champions
25,4,1195.94,0,Potential Loyalists
95,4,2118.04,0,Potential Loyalists
172,4,1201.4,3,At Risk/Lost
70,3,1033.0,0,Potential Loyalists
15,11,3439.08,0,Potential Loyalists
14,1,1060.25,0,Potential Loyalists
3,3,2876.01,0,Potential Loyalists
2,13,5298.4800000000005,2,Champions
78,4,1240.11,0,Potential Loyalists
372,1,303.97,3,At Risk/Lost
38,2,692.19,0,Potential Loyalists
53,3,700.63,0,Potential Loyalists
1,19,13110.02,2,Champions
8,3,377.44,0,Potential Loyalists
8,2,168.24,0,Potential Loyalists
18,4,1879.05,0,Potential Loyalists
11,7,2447.91,0,Potential Loyalists
112,2,355.11,0,Potential Loyalists
3,6,2304.4,0,Potential Loyalists
239,1,110.25,3,At Risk/Lost
112,1,71.4,3,At Risk/Lost
177,2,674.52,3,At Risk/Lost
4,9,1797.57,0,Potential Loyalists
0,5,1763.62,0,Potential Loyalists
0,30,5353.29,2,Champions
18,8,3456.7000000000003,0,Potential Loyalists
16,3,834.99,0,Potential Loyalists
21,2,287.59,0,Potential Loyalists
32,1,712.78,0,Potential Loyalists
262,1,15.0,3,At Risk/Lost
50,2,818.8199999999999,0,Potential Loyalists
158,3,371.88,3,At Risk/Lost
14,1,271.2,0,Potential Loyalists
7,3,2273.1800000000003,0,Potential Loyalists
12,10,3997.98,0,Potential Loyalists
198,5,1143.27,3,At Risk/Lost
56,2,245.81,0,Potential Loyalists
10,2,182.77,0,Potential Loyalists
96,4,1225.41,0,Potential Loyalists
254,1,56.4,3,At Risk/Lost
24,3,665.86,0,Potential Loyalists
20,3,658.57,0,Potential Loyalists
158,2,188.02,3,At Risk/Lost
71,2,283.47,0,Potential Loyalists
52,1,131.94,0,Potential Loyalists
84,2,278.74,0,Potential Loyalists
152,4,1865.19,0,Potential Loyalists
73,2,291.7,0,Potential Loyalists
280,1,225.9,3,At Risk/Lost
26,14,1965.55,0,Potential Loyalists
29,1,106.1,0,Potential Loyalists
24,1,323.04,0,Potential Loyalists
179,2,350.39,3,At Risk/Lost
39,4,697.9,0,Potential Loyalists
21,3,780.43,0,Potential Loyalists
21,10,3055.93,0,Potential Loyalists
36,9,1199.01,0,Potential Loyalists
81,3,1285.04,0,Potential Loyalists
73,1,327.99,0,Potential Loyalists
10,1,546.04,0,Potential Loyalists
15,12,5007.27,2,Champions
3,39,7837.73,2,Champions
12,4,732.16,0,Potential Loyalists
13,5,1770.88,0,Potential Loyalists
36,4,36.56,0,Potential Loyalists
3,3,387.68,0,Potential Loyalists
71,7,3704.87,0,Potential Loyalists
50,1,256.64,0,Potential Loyalists
4,5,1995.46,0,Potential Loyalists
22,4,1820.09,0,Potential Loyalists
298,1,889.24,3,At Risk/Lost
1,3,398.7,0,Potential Loyalists
32,1,35.400000000000006,0,Potential Loyalists
49,1,155.37,0,Potential Loyalists
2,3,350.64,0,Potential Loyalists
46,1,110.21,0,Potential Loyalists
41,8,1593.38,0,Potential Loyalists
26,5,2723.62,0,Potential Loyalists
41,1,338.8,0,Potential Loyalists
1,124,40686.37,1,Champions
302,1,205.48,3,At Risk/Lost
106,1,51.56,3,At Risk/Lost
80,9,901.2,0,Potential Loyalists
217,4,605.8000000000001,3,At Risk/Lost
371,34,5391.21,2,Champions
11,2,114.34,0,Potential Loyalists
184,2,311.26,3,At Risk/Lost
372,1,208.97,3,At Risk/Lost
1,4,678.83,0,Potential Loyalists
3,8,1071.06,0,Potential Loyalists
5,10,3523.66,0,Potential Loyalists
304,1,148.21,3,At Risk/Lost
368,1,252.8,3,At Risk/Lost
2,8,2100.8,0,Potential Loyalists
323,1,330.9,3,At Risk/Lost
58,6,3066.4,0,Potential Loyalists
12,3,597.5,0,Potential Loyalists
30,20,10526.32,2,Champions
142,1,329.65,3,At Risk/Lost
29,6,635.5,0,Potential Loyalists
106,5,428.18,0,Potential Loyalists
1,11,1567.95,0,Potential Loyalists
204,1,155.9,3,At Risk/Lost
79,5,1859.16,0,Potential Loyalists
184,6,683.46,3,At Risk/Lost
169,1,237.61,3,At Risk/Lost
43,1,379.45,0,Potential Loyalists
173,1,178.51999999999998,3,At Risk/Lost
364,1,458.92,3,At Risk/Lost
303,1,133.35000000000002,3,At Risk/Lost
2,4,671.77,0,Potential Loyalists
3,4,717.45,0,Potential Loyalists
11,1,190.19,0,Potential Loyalists
31,3,899.61,0,Potential Loyalists
128,1,111.35,3,At Risk/Lost
37,7,622.73,0,Potential Loyalists
211,2,203.87,3,At Risk/Lost
322,2,602.09,3,At Risk/Lost
161,1,203.86,3,At Risk/Lost
55,3,244.1,0,Potential Loyalists
224,1,112.25,3,At Risk/Lost
71,8,1119.81,0,Potential Loyalists
43,1,98.0,0,Potential Loyalists
172,3,566.6,3,At Risk/Lost
84,2,152.06,0,Potential Loyalists
158,1,155.8,3,At Risk/Lost
189,2,112.2,3,At Risk/Lost
28,1,110.38,0,Potential Loyalists
20,1,191.67,0,Potential Loyalists
156,3,618.99,3,At Risk/Lost
246,1,72.9,3,At Risk/Lost
373,1,243.28,3,At Risk/Lost
8,1,366.23,0,Potential Loyalists
309,5,311.01,3,At Risk/Lost
58,2,411.6,0,Potential Loyalists
3,1,336.43,0,Potential Loyalists
44,3,341.28,0,Potential Loyalists
87,1,1304.04,0,Potential Loyalists
3,17,4143.62,2,Champions
63,4,826.52,0,Potential Loyalists
281,1,207.50000000000003,3,At Risk/Lost
11,7,2740.5,0,Potential Loyalists
372,1,244.08,3,At Risk/Lost
132,2,397.29,3,At Risk/Lost
44,2,212.54,0,Potential Loyalists
10,4,843.0,0,Potential Loyalists
35,5,1394.88,0,Potential Loyalists
133,2,408.36,3,At Risk/Lost
28,3,1331.57,0,Potential Loyalists
51,2,704.25,0,Potential Loyalists
137,2,145.79,3,At Risk/Lost
4,1,389.84,0,Potential Loyalists
8,7,4301.22,0,Potential Loyalists
159,1,99.14,3,At Risk/Lost
130,1,139.2,3,At Risk/Lost
7,1,77.50000000000001,0,Potential Loyalists
232,2,149.57999999999998,3,At Risk/Lost
36,1,176.68,0,Potential Loyalists
7,12,4720.02,2,Champions
71,3,482.2,0,Potential Loyalists
39,3,1008.54,0,Potential Loyalists
4,12,2211.76,0,Potential Loyalists
218,3,394.1,3,At Risk/Lost
248,1,12.75,3,At Risk/Lost
65,1,111.68,0,Potential Loyalists
116,1,508.4599999999999,3,At Risk/Lost
170,1,73.78,3,At Risk/Lost
20,39,1296.44,2,Champions
141,1,102.83,3,At Risk/Lost
31,2,471.7,0,Potential Loyalists
37,14,2622.57,0,Potential Loyalists
150,4,594.43,3,At Risk/Lost
371,1,123.07,3,At Risk/Lost
373,1,277.35,3,At Risk/Lost
165,2,228.2,3,At Risk/Lost
210,1,480.59,3,At Risk/Lost
241,1,136.04,3,At Risk/Lost
51,1,337.04,0,Potential Loyalists
24,3,740.79,0,Potential Loyalists
14,13,4488.81,2,Champions
371,1,353.19,3,At Risk/Lost
28,1,288.14,0,Potential Loyalists
364,1,145.4,3,At Risk/Lost
35,4,757.71,0,Potential Loyalists
165,3,684.25,3,At Risk/Lost
144,1,152.68,3,At Risk/Lost
21,1,634.95,0,Potential Loyalists
55,1,20.8,0,Potential Loyalists
184,1,198.57,3,At Risk/Lost
11,7,201.12,0,Potential Loyalists
236,3,630.84,3,At Risk/Lost
224,2,93.35,3,At Risk/Lost
121,4,678.49,0,Potential Loyalists
281,1,23.6,3,At Risk/Lost
73,8,1915.47,0,Potential Loyalists
36,2,382.06,0,Potential Loyalists
11,2,417.23,0,Potential Loyalists
361,1,169.47,3,At Risk/Lost
3,2,249.72,0,Potential Loyalists
22,1,444.68,0,Potential Loyalists
69,5,343.45,0,Potential Loyalists
234,1,257.34,3,At Risk/Lost
256,1,174.8,3,At Risk/Lost
372,1,102.79,3,At Risk/Lost
154,2,187.29,3,At Risk/Lost
27,1,166.42,0,Potential Loyalists
3,1,120.03,0,Potential Loyalists
31,5,1483.56,0,Potential Loyalists
80,3,523.0,0,Potential Loyalists
107,2,122.14,0,Potential Loyalists
51,1,38.45,0,Potential Loyalists
35,1,668.11,0,Potential Loyalists
152,2,389.78,3,At Risk/Lost
98,1,115.31,0,Potential Loyalists
3,2,230.65,0,Potential Loyalists
333,1,73.5,3,At Risk/Lost
64,1,97.97,0,Potential Loyalists
21,2,422.88,0,Potential Loyalists
35,3,730.4,0,Potential Loyalists
31,3,405.62,0,Potential Loyalists
153,6,70.02,0,Potential Loyalists
18,2,357.20000000000005,0,Potential Loyalists
11,21,4183.39,2,Champions
53,1,165.04999999999998,0,Potential Loyalists
24,3,559.51,0,Potential Loyalists
3,10,2088.6,0,Potential Loyalists
44,1,189.4,0,Potential Loyalists
202,2,172.29000000000002,3,At Risk/Lost
358,1,74.4,3,At Risk/Lost
70,1,300.02,0,Potential Loyalists
6,10,6784.1900000000005,2,Champions
287,1,363.65,3,At Risk/Lost
9,1,170.16,0,Potential Loyalists
22,3,306.46,0,Potential Loyalists
21,10,1706.13,0,Potential Loyalists
172,3,720.52,3,At Risk/Lost
132,2,814.0,3,At Risk/Lost
5,14,2392.83,0,Potential Loyalists
74,1,318.0,0,Potential Loyalists
39,1,396.33,0,Potential Loyalists
288,1,101.7,3,At Risk/Lost
25,5,2036.67,0,Potential Loyalists
257,2,453.0,3,At Risk/Lost
185,1,247.44,3,At Risk/Lost
113,12,2147.6,0,Potential Loyalists
373,1,489.6,3,At Risk/Lost
22,10,2611.75,0,Potential Loyalists
7,11,2633.01,0,Potential Loyalists
216,2,336.13,3,At Risk/Lost
44,4,1978.59,0,Potential Loyalists
35,3,343.45,0,Potential Loyalists
25,1,703.37,0,Potential Loyalists
329,2,689.95,3,At Risk/Lost
273,1,101.34,3,At Risk/Lost
60,1,167.67000000000002,0,Potential Loyalists
1,11,7778.26,2,Champions
92,4,2027.32,0,Potential Loyalists
81,6,2384.3,0,Potential Loyalists
312,2,509.85,3,At Risk/Lost
11,3,911.15,0,Potential Loyalists
7,6,2683.4,0,Potential Loyalists
126,1,168.31,3,At Risk/Lost
10,2,223.65,0,Potential Loyalists
0,35,42637.36,1,Champions
36,1,754.64,0,Potential Loyalists
37,1,113.48000000000002,0,Potential Loyalists
329,1,430.7,3,At Risk/Lost
253,1,271.0,3,At Risk/Lost
1,26,7184.65,2,Champions
19,1,236.3,0,Potential Loyalists
11,2,352.69,0,Potential Loyalists
368,1,76.32000000000001,3,At Risk/Lost
289,1,220.1,3,At Risk/Lost
67,8,1373.57,0,Potential Loyalists
25,1,320.72,0,Potential Loyalists
10,26,5653.82,2,Champions
367,1,181.12,3,At Risk/Lost
213,1,111.15,3,At Risk/Lost
148,2,673.1,3,At Risk/Lost
7,6,1826.21,0,Potential Loyalists
23,2,589.4399999999999,0,Potential Loyalists
29,4,1142.99,0,Potential Loyalists
60,1,206.83,0,Potential Loyalists
18,3,348.73,0,Potential Loyalists
242,1,112.55,3,At Risk/Lost
14,3,1059.39,0,Potential Loyalists
28,5,681.9100000000001,0,Potential Loyalists
62,3,784.33,0,Potential Loyalists
294,1,152.65,3,At Risk/Lost
17,6,5948.34,0,Potential Loyalists
156,2,443.28,3,At Risk/Lost
116,2,1000.16,0,Potential Loyalists
30,11,1728.75,0,Potential Loyalists
12,4,2861.55,0,Potential Loyalists
140,2,160.35000000000002,3,At Risk/Lost
45,2,179.33999999999995,0,Potential Loyalists
50,3,612.0799999999999,0,Potential Loyalists
31,3,566.58,0,Potential Loyalists
134,2,653.35,3,At Risk/Lost
2,2,399.19,0,Potential Loyalists
74,3,371.62,0,Potential Loyalists
12,2,734.94,0,Potential Loyalists
8,2,453.4,0,Potential Loyalists
300,1,530.15,3,At Risk/Lost
56,2,638.0600000000001,0,Potential Loyalists
14,5,1618.69,0,Potential Loyalists
36,1,399.65,0,Potential Loyalists
176,1,177.66,3,At Risk/Lost
22,3,1384.86,0,Potential Loyalists
175,6,1169.94,0,Potential Loyalists
60,1,202.65,0,Potential Loyalists
32,3,980.31,0,Potential Loyalists
58,5,1231.31,0,Potential Loyalists
14,17,5929.68,2,Champions
86,4,1728.12,0,Potential Loyalists
6,1,104.0,0,Potential Loyalists
357,1,476.35,3,At Risk/Lost
30,6,1341.42,0,Potential Loyalists
128,4,1590.81,0,Potential Loyalists
8,6,1732.69,0,Potential Loyalists
4,6,1843.75,0,Potential Loyalists
23,1,382.8,0,Potential Loyalists
226,2,632.07,3,At Risk/Lost
14,1,49.8,0,Potential Loyalists
248,1,304.25,3,At Risk/Lost
14,3,1749.04,0,Potential Loyalists
77,2,1090.24,0,Potential Loyalists
191,2,284.46000000000004,3,At Risk/Lost
261,1,207.8,3,At Risk/Lost
71,1,957.97,0,Potential Loyalists
164,1,243.76,3,At Risk/Lost
81,1,713.2,0,Potential Loyalists
94,2,689.13,0,Potential Loyalists
3,17,3797.4,2,Champions
105,1,163.8,0,Potential Loyalists
199,3,1396.99,3,At Risk/Lost
156,1,160.42000000000002,3,At Risk/Lost
70,3,1993.7,0,Potential Loyalists
35,2,517.36,0,Potential Loyalists
28,1,139.10000000000002,0,Potential Loyalists
1,6,2621.38,0,Potential Loyalists
25,5,600.07,0,Potential Loyalists
325,1,248.42,3,At Risk/Lost
236,1,232.48,3,At Risk/Lost
88,1,299.34000000000003,0,Potential Loyalists
30,1,481.75,0,Potential Loyalists
28,2,621.75,0,Potential Loyalists
210,2,662.08,3,At Risk/Lost
2,10,2069.77,0,Potential Loyalists
21,5,1041.61,0,Potential Loyalists
92,1,443.0,0,Potential Loyalists
4,14,6484.54,2,Champions
263,1,158.95000000000002,3,At Risk/Lost
2,12,5509.12,2,Champions
43,11,5228.05,2,Champions
217,1,93.75,3,At Risk/Lost
56,2,779.9,0,Potential Loyalists
11,20,7276.900000000001,2,Champions
8,7,2810.2000000000003,0,Potential Loyalists
191,5,2083.27,3,At Risk/Lost
81,4,592.97,0,Potential Loyalists
325,1,440.0,3,At Risk/Lost
71,3,1796.48,0,Potential Loyalists
29,6,882.24,0,Potential Loyalists
2,5,987.1,0,Potential Loyalists
218,5,1561.61,3,At Risk/Lost
45,1,422.58,0,Potential Loyalists
9,17,2073.09,2,Champions
71,4,2232.49,0,Potential Loyalists
6,7,2567.06,0,Potential Loyalists
23,2,596.1,0,Potential Loyalists
122,2,804.02,0,Potential Loyalists
16,1,95.34,0,Potential Loyalists
309,1,349.27,3,At Risk/Lost
86,1,306.0,0,Potential Loyalists
50,2,526.67,0,Potential Loyalists
88,1,103.3,0,Potential Loyalists
38,8,2337.63,0,Potential Loyalists
24,3,2338.6000000000004,0,Potential Loyalists
172,6,2643.2000000000003,0,Potential Loyalists
42,2,324.24,0,Potential Loyalists
139,1,149.48,3,At Risk/Lost
25,3,1213.16,0,Potential Loyalists
71,2,801.51,0,Potential Loyalists
133,1,25.5,3,At Risk/Lost
365,1,168.6,3,At Risk/Lost
37,2,283.15,0,Potential Loyalists
2,6,3078.58,0,Potential Loyalists
1,3,204.0,0,Potential Loyalists
29,1,175.92,0,Potential Loyalists
43,1,335.86,0,Potential Loyalists
57,1,110.38,0,Potential Loyalists
73,1,173.9,0,Potential Loyalists
277,1,180.6,3,At Risk/Lost
180,1,80.82,3,At Risk/Lost
7,2,178.05,0,Potential Loyalists
3,16,2094.88,2,Champions
42,3,1837.28,0,Potential Loyalists
